"place_name","lat","lon","geo","place_descryption","plc_id","tpes"
"""شوك سيستم""","35.2973205","46.9971681","0101000020E6100000A70E4D34A37F4740A70E4D34A37F4740","""Sanandaj, Jame Jam Boulevard""","154","[""electronics_store"",""car_repair"",""store"",""point_of_interest"",""establishment""]"
"""تعمیرگاه موتور استاد بها""","35.3155309","47.0132889","0101000020E61000002C735F73B38147402C735F73B3814740","""Sanandaj""","155","[""car_repair"",""point_of_interest"",""establishment""]"
"""صافکاری و تودوزی علی دانایی""","35.3144598","47.0141619","0101000020E6100000B3ACA00ED0814740B3ACA00ED0814740","""Sanandaj, Abas Abad Circular Road""","156","[""car_repair"",""point_of_interest"",""establishment""]"
"""باطریسازی مسعود""","35.3266487","47.0008605","0101000020E6100000D8AD65321C804740D8AD65321C804740","""Sanandaj, Takhti Street""","157","[""car_repair"",""point_of_interest"",""establishment""]"
"""آپاراتی خودرو""","35.3142847","47.0158625","0101000020E6100000CC5D4BC807824740CC5D4BC807824740","""Sanandaj, Ali Asghar Kordestani Street""","158","[""car_repair"",""point_of_interest"",""establishment""]"
"""تعمیرگاه موتورالات کشاورزی و صنعتی دقت""","35.3269197","47.0051702","0101000020E6100000F5F4C76AA9804740F5F4C76AA9804740","""Sanandaj""","159","[""car_repair"",""point_of_interest"",""establishment""]"
"""تعمیرگاه اتومبیل شهرک صنعتی""","35.3127352","47.0170051","0101000020E6100000BF2E1E392D824740BF2E1E392D824740","""Sanandaj, Abas Abad Circular Road""","160","[""car_repair"",""point_of_interest"",""establishment""]"
"""صافکاری و نوسازی محمد""","35.3122758","47.0171355","0101000020E6100000DF0CFE7E31824740DF0CFE7E31824740","""Sanandaj""","161","[""car_repair"",""point_of_interest"",""establishment""]"
"""تعمیرگاه تیمور""","35.3274788","47.0046665","0101000020E6100000827170E998804740827170E998804740","""Sanandaj""","162","[""car_repair"",""point_of_interest"",""establishment""]"
"""فروشگاه ماد پارت""","35.3111987","47.0180914","0101000020E610000060ABA9D15082474060ABA9D150824740","""Sanandaj, Abas Abad Circular Road""","163","[""car_repair"",""store"",""point_of_interest"",""establishment""]"
"""قطعات ماشين و اوراقى سيد حسن""","35.3275609","47.0140305","0101000020E6100000C1525DC0CB814740C1525DC0CB814740","""فرجه، سنندج""","164","[""car_repair"",""store"",""point_of_interest"",""establishment""]"
"""مجتمع تعمیرگاهی تاپ سرویس""","35.3097451","47.043217","0101000020E6100000CED0782288854740CED0782288854740","""Sanandaj""","165","[""car_repair"",""point_of_interest"",""establishment""]"
"""مجتمع تعمیراتی تاپ سرویس""","35.3098356","47.0432354","0101000020E6100000C683D2BC88854740C683D2BC88854740","""Sanandaj""","166","[""car_repair"",""point_of_interest"",""establishment""]"
"""فروشگاه مرکزی اتوتک(انواع قطعات خودرو)""","35.2703589","47.0067282","0101000020E6100000007B3B78DC804740007B3B78DC804740","""Sanandaj, Baharan 4/19""","167","[""car_repair"",""store"",""point_of_interest"",""establishment""]"
"""تعمیرگاه مکانیکی چیا""","35.2977217","47.0479595","0101000020E610000029047289238647402904728923864740","""Sanandaj, ئاساولە, Unnamed Road""","168","[""car_repair"",""point_of_interest"",""establishment""]"
"""تعمیرگاه اتومبیل ساسان""","35.3243476","47.0638257","0101000020E61000007912C7702B8847407912C7702B884740","""Naysar""","169","[""car_repair"",""point_of_interest"",""establishment""]"
"""Carwash JameJam""","35.297773","46.9968491","0101000020E610000005C655C0987F474005C655C0987F4740","""Sanandaj""","170","[""car_wash"",""point_of_interest"",""establishment""]"
"""Aria""","35.298075","47.0141966","0101000020E6100000735BB631D1814740735BB631D1814740","""Sanandaj, Geryashan Boulevard""","171","[""car_wash"",""point_of_interest"",""establishment""]"
"""کارواش بزرگ سنندج""","35.3080203","47.0284414","0101000020E61000001D6DC1F7A38347401D6DC1F7A3834740","""Sanandaj""","172","[""car_wash"",""point_of_interest"",""establishment""]"
"""تپه و گورستان شیخ محمد باقر""","35.3177901","46.985586","0101000020E61000009EB29AAE277E47409EB29AAE277E4740","""Sanandaj, Keshavarz Street""","173","[""cemetery"",""point_of_interest"",""establishment""]"
"""آرامگاه تایله""","35.3239701","47.0051708","0101000020E61000007272D06FA98047407272D06FA9804740","""Sanandaj""","174","[""cemetery"",""point_of_interest"",""establishment""]"
"""Shaikh Mohamad Bagher""","35.3177359","46.9856725","0101000020E6100000860838842A7E4740860838842A7E4740","""Sanandaj""","175","[""cemetery"",""premise"",""point_of_interest"",""establishment""]"
"""Tayla""","35.3233371","47.005415","0101000020E610000034F44F70B180474034F44F70B1804740","""Sanandaj""","176","[""cemetery"",""premise"",""point_of_interest"",""establishment""]"
"""بهشت محمّدی""","35.2984315","47.0406669","0101000020E6100000CDC3AE9234854740CDC3AE9234854740","""Sanandaj""","177","[""cemetery"",""premise"",""point_of_interest"",""establishment""]"
"""کلیسای سنندج""","35.3125568","47.0025269","0101000020E61000001E6E2CCD528047401E6E2CCD52804740","""Sanandaj""","178","[""church"",""place_of_worship"",""point_of_interest"",""establishment""]"
"""نایسر باااتر از مسجد حاج فیض الله""","35.330405","47.076336","0101000020E6100000F4C0C760C5894740F4C0C760C5894740","""Naysar""","179","[""church"",""place_of_worship"",""point_of_interest"",""establishment""]"
"""خوابگاه دانشکده یزدانپناه""","35.3371707","47.0124786","0101000020E61000002D7315E6988147402D7315E698814740","""Sanandaj""","180","[""church"",""premise"",""place_of_worship"",""point_of_interest"",""establishment""]"
"""Sanandaj Primary Municipality""","35.319527","46.9937817","0101000020E6100000816E1E3D347F4740816E1E3D347F4740","""Sanandaj, Imam""","181","[""city_hall"",""local_government_office"",""point_of_interest"",""establishment""]"
"""خدمات موتوری شهرداری""","35.266357","47.0130103","0101000020E61000006D814E52AA8147406D814E52AA814740","""Baharan Town""","182","[""city_hall"",""premise"",""local_government_office"",""point_of_interest"",""establishment""]"
"""کلکسیون ناز""","35.3083568","46.9980207","0101000020E6100000929D6D24BF7F4740929D6D24BF7F4740","""Sanandaj, Pasdaran""","183","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""پوشاک آدم برفی""","35.3145151","46.9992063","0101000020E6100000843AF6FDE57F4740843AF6FDE57F4740","""Sanandaj, Namaki Boulevard""","184","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""فروشگاه پوشاک تهران 7هزار""","35.3134328","47.00652","0101000020E61000008D62B9A5D58047408D62B9A5D5804740","""Sanandaj, خیابان نبش کوچه شوش, Enqelab""","185","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""اسپرت یاران پوشاک بهترینی ازپوشاک بانوان""","35.3106313","46.9754245","0101000020E6100000CC9BC3B5DA7C4740CC9BC3B5DA7C4740","""Sanandaj""","186","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""دزدگیرپوشاک،کیف وکفش""","35.3117623","46.9965087","0101000020E6100000FA56DA988D7F4740FA56DA988D7F4740","""میدان اقبال""","187","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""بوتیک لقمان جیوردانو""","35.3113765","46.9966844","0101000020E61000007937BB5A937F47407937BB5A937F4740","""Sanandaj""","188","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""پوشاک تیمور""","35.3131309","46.9970072","0101000020E610000032F092EE9D7F474032F092EE9D7F4740","""Sanandaj, Ferdowsi Street""","189","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""بوتیک تین تک""","35.3097429","46.997032","0101000020E610000061889CBE9E7F474061889CBE9E7F4740","""Sanandaj""","190","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""بوتیک چکاوک""","35.3094435","46.9973006","0101000020E6100000FEA3CA8BA77F4740FEA3CA8BA77F4740","""Sanandaj, Chakavak Boutique, Pasdaran""","191","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""Toranj Persian Clothing""","35.309516","46.9977449","0101000020E61000001AA0D91AB67F47401AA0D91AB67F4740","""Sanandaj, پاسداران""","192","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""مهر جامه نصر""","35.3142791","46.9979176","0101000020E6100000290D90C3BB7F4740290D90C3BB7F4740","""Sanandaj, ضلع شرقی پل فردوسی کوچه انصار1, Kordestan Boulevard""","193","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""خیاطی شین تال""","35.3147709","46.9971038","0101000020E6100000D1DBE918A17F4740D1DBE918A17F4740","""Sanandaj, Sabah Alley""","194","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""بوتیک ژاکامن""","35.308432","46.997712","0101000020E6100000D369DD06B57F4740D369DD06B57F4740","""Sanandaj, Pasdaran""","195","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""کیف و روسری کمند""","35.3148765","46.998413","0101000020E61000005C7347FFCB7F47405C7347FFCB7F4740","""Sanandaj, Namaki Boulevard""","196","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""عروس آریایی""","35.3079664","46.9990651","0101000020E610000099897D5DE17F474099897D5DE17F4740","""Sanandaj""","197","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""فروشگاه لباس زیپ""","35.3072572","46.9948165","0101000020E6100000B882A625567F4740B882A625567F4740","""Ta'rif Street""","198","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""روسری فروشی «رسولی»""","35.316112","46.9989112","0101000020E6100000D7CD7B52DC7F4740D7CD7B52DC7F4740","""Sanandaj""","199","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""Lux curtain""","35.3072462","46.9930831","0101000020E6100000EC5AD6581D7F4740EC5AD6581D7F4740","""Sanandaj""","200","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""بوتیک پارامونت""","35.3155495","47.0005759","0101000020E610000039D5FFDE1280474039D5FFDE12804740","""Sanandaj""","201","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""بازارچه فردوسی""","35.3167773","46.9988546","0101000020E6100000C43AB077DA7F4740C43AB077DA7F4740","""Sanandaj, Ferdowsi Street""","202","[""clothing_store"",""store"",""point_of_interest"",""establishment""]"
"""سوپرمارکت طناز""","35.321275","46.9879434","0101000020E610000049A6E8ED747E474049A6E8ED747E4740","""Sanandaj, بعثت, Kordestan Boulevard""","203","[""convenience_store"",""food"",""store"",""point_of_interest"",""establishment""]"
"""سوپرمارکت پرفکت""","35.3199532","47.0226592","0101000020E61000000D7A257FE68247400D7A257FE6824740","""Sanandaj, فرجه, Saghez Road Circular""","204","[""convenience_store"",""food"",""store"",""point_of_interest"",""establishment""]"
"""دادگاه تجدید نظر استان کردستان""","35.315419","46.9794719","0101000020E6100000EDECD0555F7D4740EDECD0555F7D4740","""بلوار شبلی -میدان امام شافعی""","205","[""courthouse"",""point_of_interest"",""establishment""]"
"""دادگستری کل کردستان""","35.303643","47.0049593","0101000020E6100000D1A79F81A2804740D1A79F81A2804740","""Sanandaj""","206","[""courthouse"",""premise"",""local_government_office"",""point_of_interest"",""establishment""]"
"""دکتر ویسی""","35.3117721","46.9921786","0101000020E6100000426557B5FF7E4740426557B5FF7E4740","""Sanandaj, Rose""","207","[""dentist"",""health"",""point_of_interest"",""establishment""]"
"""شرکت کیمیا کاشت اطبا""","35.3218748","46.9861647","0101000020E61000001C7C17A53A7E47401C7C17A53A7E4740","""Sanandaj""","208","[""dentist"",""health"",""point_of_interest"",""establishment""]"
"""مطب دندانپزشكى دكتر كاوه ذوالفقارنسب""","35.3120501","46.9953305","0101000020E61000000B1B65FD667F47400B1B65FD667F4740","""Sanandaj, Keshavarzi St""","209","[""dentist"",""health"",""point_of_interest"",""establishment""]"
"""مطب دندانپزشکى دکتر دوستکامى""","35.3098898","46.9975618","0101000020E6100000945EE51AB07F4740945EE51AB07F4740","""Sanandaj, کوچۀ یغموری""","210","[""dentist"",""health"",""point_of_interest"",""establishment""]"
"""کلینیک ارتودنسی دکتر افشین شادی""","35.3074077","46.9941785","0101000020E610000073F1B73D417F474073F1B73D417F4740","""Sanandaj, خیابان, Hasan Abad""","211","[""dentist"",""health"",""point_of_interest"",""establishment""]"
"""To buy electric scooters""","35.3175152","46.9945416","0101000020E610000078419F234D7F474078419F234D7F4740","""Sanandaj, Habibi Alley""","212","[""department_store"",""store"",""point_of_interest"",""establishment""]"
"""موبایل تکنوتل""","35.3052791","46.9995036","0101000020E6100000FC1DE5BBEF7F4740FC1DE5BBEF7F4740","""Sanandaj, پاسداران, مجتمع تجاری کردستان""","213","[""department_store"",""store"",""point_of_interest"",""establishment""]"
"""Almasian Shop""","35.3147159","46.9911686","0101000020E610000039E9D89CDE7E474039E9D89CDE7E4740","""Sanandaj, فروشگاه الماسیان, Keshavarz Street""","214","[""department_store"",""store"",""point_of_interest"",""establishment""]"
"""کلینیک اختصاصی حیوانات خانگی آدورینا""","35.3125761","46.998805","0101000020E6100000660A9DD7D87F4740660A9DD7D87F4740","""Sanandaj""","215","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""ساختمان پزشکان مدیکا""","35.308222","46.9973133","0101000020E6100000D2AE53F6A77F4740D2AE53F6A77F4740","""Sanandaj""","216","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""پزشکی قانونی""","35.3077445","46.9965565","0101000020E6100000E00ED4298F7F4740E00ED4298F7F4740","""Sanandaj""","217","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""رادیولوژی دکتر حدادیان""","35.3122159","46.996117","0101000020E6100000ABFE08C3807F4740ABFE08C3807F4740","""Sanandaj""","218","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""دکتر عارف رجبی متخصص مغز و اعصاب و ستون فقرات""","35.3124878","46.9969076","0101000020E6100000239111AB9A7F4740239111AB9A7F4740","""Sanandaj, Ferdowsi Street""","219","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""Dr Haddadian DentalMaxillofacial Radiology""","35.3125207","46.9954509","0101000020E6100000092362EF6A7F4740092362EF6A7F4740","""Sanandaj, Sajadi1 Alley""","220","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""دکتر رامین رجبی - جراح مغز و اعصاب""","35.3110459","46.9980973","0101000020E6100000EADCFEA6C17F4740EADCFEA6C17F4740","""Sanandaj""","221","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""madaen medical center""","35.3125237","46.9940383","0101000020E610000058BCA2A53C7F474058BCA2A53C7F4740","""Sanandaj, Keshavarz Street""","222","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""ساختمان پزشکان کوثر""","35.3099177","46.9976084","0101000020E6100000811BCEA1B17F4740811BCEA1B17F4740","""Sanandaj""","223","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""مطب دندانپزشکی دکتر دوستکامی""","35.3099018","46.9975946","0101000020E610000046D50A2EB17F474046D50A2EB17F4740","""Sanandaj""","224","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""drbehzad veisi""","35.3119169","46.992377","0101000020E6100000BA26A435067F4740BA26A435067F4740","""Sanandaj""","225","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""dr.behzad veisi""","35.3119538","46.9923911","0101000020E6100000B5ABEBAB067F4740B5ABEBAB067F4740","""Sanandaj, Golpar Alley""","226","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""مسعود امینی مشاور تغذیه و رژیم درمانی""","35.3081825","46.9972748","0101000020E6100000FF8F5DB3A67F4740FF8F5DB3A67F4740","""Sanandaj""","227","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""صبانت""","35.3079943","46.9974384","0101000020E610000025E3BD0FAC7F474025E3BD0FAC7F4740","""خیابان شهید تعریف،ساختمان فردوس،طبقه 3 ،واحد15""","228","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""شرکت آزطب تشخیص سنه دژ""","35.312696","46.9915415","0101000020E61000003A90F5D4EA7E47403A90F5D4EA7E4740","""Sanandaj""","229","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""Masoud Amini nutrition advice""","35.3077338","46.9963092","0101000020E61000001C5A530F877F47401C5A530F877F4740","""Sanandaj, Ta'rif Street""","230","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""مطب دكتر بهاره عزيزى""","35.3073888","46.994329","0101000020E6100000713B342C467F4740713B342C467F4740","""Sanandaj, خيابان شهيد تعريف ساختمان ژيوار ١""","231","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""مطب دکتر امینی فر""","35.3073874","46.9941476","0101000020E6100000CFB2823A407F4740CFB2823A407F4740","""Sanandaj, Ta'rif Street""","232","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""ساختمان پزشکان رازی""","35.3151391","46.9906128","0101000020E6100000DD7F7566CC7E4740DD7F7566CC7E4740","""Sanandaj""","233","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""madaen medical center""","35.3151684","46.9901531","0101000020E61000003A443756BD7E47403A443756BD7E4740","""Sanandaj, Keshavarz Street""","234","[""doctor"",""health"",""point_of_interest"",""establishment""]"
"""اورژانس کامپیوتر کردستان""","35.299258","46.991793","0101000020E61000006CB3B112F37E47406CB3B112F37E4740","""Sanandaj, Sa'di Street""","235","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""اسکوتر افرا""","35.3112819","46.9802226","0101000020E610000069E624EF777D474069E624EF777D4740","""Sanandaj, میدان کوهنورد""","236","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""گروه صنعتی کهربا""","35.3052318","47.0500822","0101000020E61000004D8EF117698647404D8EF11769864740","""Sanandaj""","237","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""موبایل بهمن شعبه ۱""","35.3123932","46.9964004","0101000020E610000056DC5D0C8A7F474056DC5D0C8A7F4740","""Sanandaj, Enqelab""","238","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""Sanandaj Apple Center""","35.309881","46.997318","0101000020E610000027DBC01DA87F474027DBC01DA87F4740","""Sanandaj""","239","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""Mobile Plus""","35.3094802","46.9976674","0101000020E610000085A4BB90B37F474085A4BB90B37F4740","""Sanandaj""","240","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""موبایل پلاس""","35.3092813","46.9976939","0101000020E610000096F5076FB47F474096F5076FB47F4740","""Sanandaj""","241","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""Silver Apple""","35.3089442","46.9976885","0101000020E6100000338CBB41B47F4740338CBB41B47F4740","""Sanandaj, Pasdaran""","242","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""موبایل آرتیما شعبه ۲""","35.3152259","46.998116","0101000020E6100000A3CEDC43C27F4740A3CEDC43C27F4740","""Sanandaj, Ferdowsi Street""","243","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""یکتاپرداز نمایندگی فروش ایترنت مخابرات""","35.3100824","47.000708","0101000020E61000003C6C2233178047403C6C223317804740","""Sanandaj, Sayed Qutb""","244","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""Frooshgahe Digital Barjavand""","35.3104972","47.0010151","0101000020E6100000ADA6464321804740ADA6464321804740","""Sanandaj, Felestin Street""","245","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""شركت كامپيوتري كامتك""","35.3143088","46.9916367","0101000020E6100000B6018EF3ED7E4740B6018EF3ED7E4740","""Sanandaj""","246","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""فروشگاه حاج رشید زندسلیمی""","35.3158368","46.9988839","0101000020E61000001F80796DDB7F47401F80796DDB7F4740","""Sanandaj, Ferdowsi Street, Sanandaj Plaza""","247","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""فروشگاه لوازم جانبی کامران""","35.3158647","46.9986729","0101000020E610000064737A83D47F474064737A83D47F4740","""Sanandaj""","248","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""روژ سیستم نمایندگی فروش اینترنت مخابرات""","35.3095111","47.0024675","0101000020E6100000C5E6E3DA50804740C5E6E3DA50804740","""Sanandaj, Felestin Street""","249","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""Samsung Center | نمايندگي رسمي محصولات سامسونگ""","35.3118821","46.9892449","0101000020E61000000E9EAE939F7E47400E9EAE939F7E4740","""Sanandaj, Shebli""","250","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""تابلو ساز خط ( شعبه ندارد )""","35.3069417","46.9923288","0101000020E610000081704FA1047F474081704FA1047F4740","""Sanandaj, Hasan Abad""","251","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""کارگاه تابلو ساز خط""","35.3071778","46.9920273","0101000020E61000009D1E25C0FA7E47409D1E25C0FA7E4740","""Sanandaj, کوچه ی عارف قزوینی""","252","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""فروشگاه خانه هوشمند آرين | Arian Smart Home""","35.3128651","46.9891235","0101000020E61000003F1A4E999B7E47403F1A4E999B7E4740","""Sanandaj, Mardokh Street""","253","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""تعمیرات دیباگ""","35.3055138","46.9993511","0101000020E61000005EDCA1BCEA7F47405EDCA1BCEA7F4740","""Sanandaj, Pasdaran Street""","254","[""electronics_store"",""store"",""point_of_interest"",""establishment""]"
"""Fire Department""","35.317844","46.9706908","0101000020E610000097439C983F7C474097439C983F7C4740","""Sanandaj, Shebli""","255","[""fire_station"",""point_of_interest"",""establishment""]"
"""Fire Aysgah spring (3)""","35.2679725","46.989314","0101000020E6100000CBBC55D7A17E4740CBBC55D7A17E4740","""Sanandaj""","256","[""fire_station"",""point_of_interest"",""establishment""]"
"""دفتر مرکزی مبلمان موراشین""","35.312003","47.0271733","0101000020E61000008669296A7A8347408669296A7A834740","""Sanandaj""","257","[""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""Montakhab Office Furniture Store""","35.3090318","47.0051015","0101000020E61000008BD47B2AA78047408BD47B2AA7804740","""Sanandaj, سنندج، بلوار کردستان، نرسیده به ورودی خ فلسطین، حد فاصل پل بعثت و جانبازان، ساختمان الین""","258","[""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""مبل آسایش""","35.3036286","46.9966699","0101000020E61000002CB418E1927F47402CB418E1927F4740","""Sanandaj, Hafez Street""","259","[""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""فروشگاه ست""","35.3022295","46.9994111","0101000020E610000034E1F2B3EC7F474034E1F2B3EC7F4740","""Sanandaj""","260","[""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""كالاي خواب كاتن باكس و تشك زست""","35.3111738","46.9796252","0101000020E6100000332BCA5B647D4740332BCA5B647D4740","""Sanandaj, Chamran Boulevard""","261","[""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""فروشگاه خانگی و صوتی تصویری""","35.3149238","47.0211571","0101000020E6100000034A9E46B5824740034A9E46B5824740","""Sanandaj, فرجه, Ali Asghar Kordestani Street""","262","[""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""فروشگاە کالای خواب ارامش""","35.2704917","46.9956218","0101000020E6100000A317FF88707F4740A317FF88707F4740","""Baharan Town, Sanandaj""","263","[""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""سازمان اتوبوسرانی سنندج""","35.3228811","47.0037694","0101000020E6100000DFDC04847B804740DFDC04847B804740","""Sanandaj""","264","[""gas_station"",""point_of_interest"",""establishment""]"
"""پمپ بنزین""","35.319104","46.9812888","0101000020E61000002EF713DF9A7D47402EF713DF9A7D4740","""Sanandaj""","265","[""gas_station"",""point_of_interest"",""establishment""]"
"""Gas Station""","35.3002071","46.9842365","0101000020E6100000C5832D76FB7D4740C5832D76FB7D4740","""Sanandaj""","266","[""gas_station"",""point_of_interest"",""establishment""]"
"""جایگاه CNG اتحاد""","35.3274376","47.0078256","0101000020E61000002909E46D008147402909E46D00814740","""Sanandaj""","267","[""gas_station"",""point_of_interest"",""establishment""]"
"""Petrol Station""","35.3285024","47.0064774","0101000020E6100000E1945E40D4804740E1945E40D4804740","""Sanandaj""","268","[""gas_station"",""point_of_interest"",""establishment""]"
"""پمپ بنزین جایگاه ستاره ها""","35.329308","46.9874595","0101000020E6100000F04FA912657E4740F04FA912657E4740","""Sanandaj, جوارپادگان 28""","269","[""gas_station"",""point_of_interest"",""establishment""]"
"""پمپ گازCNG""","35.2910194","46.9934295","0101000020E6100000D9B0A6B2287F4740D9B0A6B2287F4740","""Sanandaj""","270","[""gas_station"",""point_of_interest"",""establishment""]"
"""پمپ بنزین""","35.2762119","47.0038012","0101000020E6100000C0D7C68E7C804740C0D7C68E7C804740","""Baharan Town, Sanandaj""","271","[""gas_station"",""point_of_interest"",""establishment""]"
"""110""","35.3100935","47.0415029","0101000020E610000036188FF74F85474036188FF74F854740","""Sanandaj""","272","[""gas_station"",""point_of_interest"",""establishment""]"
"""Arman""","35.2749876","47.0035749","0101000020E6100000114B6F2475804740114B6F2475804740","""Baharan Town, Zakaryaye Razi Blvd.""","273","[""gas_station"",""point_of_interest"",""establishment""]"
"""C.N.G. Kimiya""","35.273652","47.008377","0101000020E6100000EF845E7F12814740EF845E7F12814740","""Sanandaj, Pasdaran Boulevard""","274","[""gas_station"",""point_of_interest"",""establishment""]"
"""Gas Station""","35.3517132","47.011699","0101000020E6100000AD32535A7F814740AD32535A7F814740","""21""","275","[""gas_station"",""point_of_interest"",""establishment""]"
"""C.N.G.""","35.2700253","47.0042758","0101000020E61000000495021C8C8047400495021C8C804740","""Baharan Town, 22 Bahman Boulevard""","276","[""gas_station"",""point_of_interest"",""establishment""]"
"""Baharan""","35.2663607","47.0110506","0101000020E6100000F3CC261B6A814740F3CC261B6A814740","""Sanandaj, Pasdaran Boulevard""","277","[""gas_station"",""point_of_interest"",""establishment""]"
"""CNG""","35.2650366","46.98892","0101000020E61000001F2E39EE947E47401F2E39EE947E4740","""Baharan Town, Sanandaj""","278","[""gas_station"",""point_of_interest"",""establishment""]"
"""Petrol & C.N.G""","35.3091648","47.0540067","0101000020E6100000E62109B1E9864740E62109B1E9864740","""Sanandaj, سنندج - همدان""","279","[""gas_station"",""point_of_interest"",""establishment""]"
"""پمپ گازCNG""","35.2661231","47.0145505","0101000020E6100000FAD170CADC814740FAD170CADC814740","""Sanandaj, Saheli Circular""","280","[""gas_station"",""point_of_interest"",""establishment""]"
"""CNGپمپ گاز""","35.2636913","46.9998688","0101000020E610000038256AB3FB7F474038256AB3FB7F4740","""Sanandaj, Baharan Town, Ta'von Boulevard""","281","[""gas_station"",""point_of_interest"",""establishment""]"
"""جایگاه زیباشهر""","35.2631501","46.9947481","0101000020E61000000BA1DEE7537F47400BA1DEE7537F4740","""Sanandaj, Baharan Town, Khaje Abdollah Ansari Street""","282","[""gas_station"",""point_of_interest"",""establishment""]"
"""C.N.G شهردارى""","35.2580439","47.0085239","0101000020E610000000DEA74F1781474000DEA74F17814740","""Sanandaj, Baharan Town, خیابان دکتر باهنر""","283","[""gas_station"",""point_of_interest"",""establishment""]"
"""Haidari's Gym""","35.2709989","47.0045972","0101000020E61000009BD31BA4968047409BD31BA496804740","""Baharan Town, 17th Alley""","284","[""gym"",""health"",""point_of_interest"",""establishment""]"
"""Shahab Sport Complex""","35.2851527","47.0721245","0101000020E6100000C55E28603B894740C55E28603B894740","""Kurdistan Province""","285","[""gym"",""health"",""point_of_interest"",""establishment""]"
"""مجموعه ورزشی استقلال""","35.3069173","46.9970548","0101000020E6100000F028DF7D9F7F4740F028DF7D9F7F4740","""Sanandaj, Ta'rif Street""","286","[""gym"",""health"",""point_of_interest"",""establishment""]"
